X,Y,OBJECTID,name,amenity,healthcare,healthcare_speciality,operator,operator_type,contact_phone,contact_website,contact_email,contact_fax,addr,address_full,address_street,address_housenumber,address_postcode,address_city,address_housename,address_suburb,address_subdistrict,address_district,address_province,address_state,denomination,religion,emergency,rooms,beds,capacity,wheelchair,wikidata,wikipedia,ORIG_FID,GlobalID
8.436855200000025,49.038378100000045,1,Zahnärztliche Gemeinschaftspraxis Drs. Gnädig & Dr. Macke,dentist,,,,,+49 721 686969,http://www.karlsruhe-zahnarzt.de/,,+49 721 670397,,,,,,,,,,,,,,,,,,,,,,,4364e980-8e6b-410f-8525-4099d3115cd2
8.598906900000031,49.930239400000062,2,Zahnarzt Alexander Kovac,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715727ca-4c24-4000-a218-952a5ceb3959
11.385648500000059,48.134506,3,Dr. Constanze Spett,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07e63fab-4c9a-420b-a3a8-9366f32008d3
8.690429700000038,50.813247700000034,4,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4ee122f-03d2-49de-8435-4e2ecd4a770b
9.00329830000004,49.38720550000005,5,Dr. Ferdinand Fritsch,dentist,,,,,,,,,,,Auf der Wacht,3,74867,Neunkirchen,,,,,,,,,,,,,limited,,,,5ce0e4c2-a921-4a52-8521-ecc9f4de43a3
13.756737200000032,51.048003200000039,6,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b817f9e-9976-40a8-9cc3-7af272ceeff1
9.121182500000032,49.962470900000028,7,Dr. Eva Bieber,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16b2247c-3f1a-4a50-914c-1ab65216bfb7
6.846258900000066,51.04668810000004,8,Pfäffle,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,6ec4d62e-617f-43de-b266-6152caa8915b
10.183233700000073,50.064464600000065,9,Warkentin,dentist,,,,,+49 9721 40210,,,,,,Hainleinstraße,51,97464,Niederwerrn,,,,,,,,,,,,,,,,,08905333-d4f2-4d96-bf40-9a53a119bab7
10.189242800000045,50.061699,10,Schulze-Berge,dentist,,,,,+49 9721 40210,,,,,,Franz-Schubert-Straße,20,97464,Niederwerrn,,,,,,,,,,,,,,,,,0df19167-fd97-4d90-a5bc-23a6b58d1dfe
13.628907600000048,51.216124400000069,11,Zahnarztpraxis Sicker,dentist,,,,,+49 35249 71821,,,,,,,,,,,,,,,,,,,,,,no,,,,2b4ba4db-bbc7-4f8f-ae95-7060889af314
10.903542900000048,51.768246300000044,12,Schneider,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9cd9bf7-49f3-41f8-8ec7-3959f5e3c175
9.791627,48.542297500000075,13,Dr. Eckert,dentist,,,,,,,,,,,Schulplatz,14,89191,Nellingen,,,,,,,,,,,,,,,,,e751dd27-0d8a-49c0-9f3e-9af301ec5dde
11.337293200000033,49.604027300000041,14,Dr. Lang,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,28baf440-222f-4568-87d1-01fe98776b91
10.041931800000043,53.598103,15,W. Schnorr,dentist,,,,,,,,,,,Fuhlsbüttler Straße,275,22307,Hamburg,,,,,,,,,,,,,,,,,b0e4bb0c-d224-40bf-b22e-bdfe6d1a5c4d
10.042932700000051,53.596564,16,Elena Ceamacudis,dentist,,,,,,,,,,,Fuhlsbüttler Straße,257,22307,Hamburg,,,,,,,,,,,,,,,,,684bf6c7-e9f9-445a-a44d-da61fcf047ec
10.117581500000028,53.649599,17,Dr. Gabriele Kuhlmann,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800cacf9-a32e-4b28-a058-36bebe1a90a3
9.725383700000066,51.459315200000049,18,Z17 Scheden - Wiljen & Sultan,dentist,dentist,,,,+49 5546 1310,http://www.z17.de/team-z17-scheden,,,,,Schulstraße,4,37127,Scheden,,,,,,,,,,,,,,,,,2e735f2a-385a-4ede-89dc-4e68538ea8f0
8.606536300000073,50.224140300000045,19,DentiMed,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dea7d0a-f40f-4210-a68f-0f51527736c4
12.90379310000003,51.882851600000038,20,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4911b2b-430b-4ad1-aed7-538918b77837
8.362052500000061,48.703600200000039,21,Dorbandt,dentist,,,,,+49 7228 2100,,,,,,Alte Straße,11,76596,,,Langenbrand,,,,,,,,,,,,,,,7519ac36-7d2e-44e8-a9f5-7cd39d1bfa4a
12.026660700000036,50.932160800000077,22,Zahnarztpraxis Gabriele und Uwe Traichel,dentist,,,,,,,,,,,Bahnhofstraße,56,07586,Bad Köstritz,,,,,,,,,,,,,no,,,,03467e7a-f4c7-4f6a-8f1a-4b72374b1d47
9.885049,52.466776,23,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44e91148-e16c-4ef8-a15a-6066576ff4f0
10.37877,52.261739,24,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a295962-9a72-4e2d-aa2d-442278ff581f
13.729844,51.088019700000075,25,Praxis Bornemann / Mahlo,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,bf9f67ba-2903-4faa-bf1e-291fa1538287
11.676192100000037,47.908139400000039,26,Dr. Jörger,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a438f0f2-db3f-48a5-a003-c896bd0e6f28
10.732670700000028,48.331741200000067,27,Zahnärztin Dr Dr med Barbara Heindle-Erben,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1233e93-1f29-4256-8d55-f72e7dcb1af4
10.733944700000052,48.332408900000075,28,Zahnärztin Monika Penc,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,1d4650cf-e675-430b-bf38-9d4bf90f33e8
9.660979400000031,48.442082300000038,29,Dr. Knupfer,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e84fcaa-eb54-477e-b024-c7cb236a056f
11.347379800000056,48.216204100000027,30,Dr. Runge,dentist,dentist,,,,,,,,,,Feursstraße,56,82140,Olching,,,,,,,,,,,,,yes,,,,00375314-fa90-4e18-9aa4-f552fdb5cc9f
9.572266900000045,51.238462600000048,31,Jürgen Löber,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,724dfd78-3bd2-49aa-9c4a-09dfa868d960
10.154138700000033,50.068783400000029,32,Hümmer-Frank,dentist,,,,,,,,,,,,,97464,Niederwerrn,,,,,,,,,,,,,,,,,0ebc3939-1aab-434e-b25d-459f7684b51c
9.646084500000029,52.401237900000069,33,Dr. Kayser & Partner,dentist,dentist,,,,,,,,,,Stöckener Straße,25,30926,Seelze,,,,,,,,,,,,,yes,,,,1f755580-5a59-477a-bbfc-9585200b64d6
8.630054200000075,53.169070900000065,34,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a71ae6d-39a9-4223-bb4c-9fa6ffce49b5
8.632664800000043,53.167228900000055,35,Dr. Gesine Seele,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc0c2c85-8b37-440e-a335-2b61e81f173f
8.624911900000029,53.170831900000053,36,Bogena Zahnheilkunde,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693250a0-5975-4ec6-8c3b-0ff0d35b6380
8.628158900000074,53.172281400000031,37,Bernhard Wolke,dentist,dentist,,,,,,,,,,Theodor-Neutig-Straße,3,28757,Bremen,,,,,,,,,,,,,limited,,,,fc074405-dc09-4a08-8266-6d03d2a91ce0
8.613178100000027,53.174788500000034,38,Robert Pering,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,55180e77-0e3c-4400-bd4f-c55509839474
6.968041400000061,51.447100100000057,39,,dentist,,,,,,,,,,,Rüdesheimer Straße,2a,45145,Essen,,,,,,,,,,,,,,,,,c535cfc3-edd3-41b2-a7b4-e26af2288343
12.311180200000024,51.375022,40,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864fd3f2-cf5a-4de2-817b-99fb23b0e62e
10.278968400000053,48.454212300000052,41,Dr. Waltenberger,dentist,,,,,,,,,,,Bürgermeister-Landmann-Platz,5,,,,,,,,,,,,,,,no,,,,714eae06-35de-49f7-95f3-ad3c6f812869
10.256792,51.726381,42,Dr. Haberland,dentist,dentist,dentist,,,,,,,,,Berliner Straße,7,,,,,,,,,,,,,,,,,,,ff594b87-5c07-4c19-bb8e-746c384c0be3
11.802450300000032,49.533850700000073,43,Dr. med. dent. Birgit Braun,dentist,dentist,,,,,,,,,,Hauptstraße,60,92256,Hahnbach,,,,,,,,,,,,,yes,,,,14f76af3-f2da-451b-bf25-6c9e43681604
11.80328140000006,49.533703200000048,44,MU Dr./Univ.Prag  Jaroslav Nemecek,dentist,dentist,,,,,,,,,,Hauptstraße,31-32,92256,Hahnbach,,,,,,,,,,,,,,,,,a3391bfc-f8b6-4e8e-8160-8a0d43c9f82d
10.301978200000065,51.226189500000032,45,Roland Raeche,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a76681a7-d25f-40b5-b53d-303cb7bce0ad
8.902692800000068,53.112274700000057,46,Dr. Stefaniak-Brzuchalski,dentist,dentist,,,,+49 421 74909,http://drstefaniak.de/,,,,,Upper Borg,216,28357,Bremen,,,,,,,,,,,,,,,,,ad3ef11b-d699-4d90-93b6-1b02e17211f2
13.612096,52.511411200000055,47,,dentist,dentist,,,,,,,,,,Hönower Straße,75,12623,Berlin,,Mahlsdorf,,,,,,,,,,,,,,,94bcf5cd-8b68-4ea6-8bfa-d68ad2348c49
8.764964900000052,50.791731700000071,48,Dirk Bock,dentist,,,,,,,,,,,Frauenbergstraße,18,35039,Marburg,,,,,,,,,,,,,,,,,521ff30a-4f06-4a8e-ab42-2c7ba9d57884
6.862760500000036,51.424376700000039,49,Dr. Lembeck,dentist,,,,,,,,,,,Prinzeß-Luise-Straße,33,,Mülheim an der Ruhr,,,,,,,,,,,,,,,,,e897b318-c081-4052-bc69-830d5ddc1088
7.938665100000037,53.252061200000071,50,"Feldmann, Rainer",dentist,,,,,,,,,,,Goethestraße,15,26655,Westerstede,,,,,,,,,,,,,limited,,,,9f86673e-b8cc-4e1d-a551-c861a68666e5
7.842733500000065,47.992722700000058,51,Prof. Dr. Dr. Peter Stoll und Partner,dentist,dentist,orthodontics,,,+49 761 2023034,https://zahn-implantate-freiburg.de,FFI.Stoll@t-online.de,+49 761 2023036,,,,,79098,,,,,,,,,,,,,,,,,,9062e8ca-b02a-42dc-b8bc-e79e03b7dc65
8.479533100000026,49.460795200000064,52,Dr. Holger Diehl,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3ba8e2e-66b0-4ced-b245-dec4c4224983
10.266822700000034,52.383399900000029,53,Oliver Vogel,dentist,dentist,,,,,,,,,,Im Heestern,6,31234,Edemissen,,,,,,,,,,,,,no,,,,e745e2fe-220e-4abe-95f3-e8bc6b94d4ae
