X,Y,OBJECTID,amenity,name,operator,operator_type,brand,capacity,contact_phone,contact_website,contact_email,contact_fax,address_full,address_street,address_housenumber,address_postcode,address_city,address_housename,address_suburb,address_subdistrict,address_district,address_province,address_state,wikidata,wikipedia,ORIG_FID,GlobalID
8.630720200000042,50.172753300000068,2030,university,TGM Technisches Gebäudemanagement,,,,,,,,,,,,,,,,,,,,,,,5945760f-d814-42ae-8a59-92dfba4964af
8.630281900000057,50.17283290000006,2031,university,TGM Werkstätten,,,,,,,,,,,,,,,,,,,,,,,34bcc21b-d33d-49a4-a006-56f921cd36dc
9.971059,49.780006300000082,2032,university,Insititute für Bioinformatik,,,,,,,,,,,,,,,,,,,,,,,9b256aae-c8e3-4fb8-b9c7-dd0d978ad603
12.643458900000041,50.602934300000072,2033,university,AKS,WHZ,,,,,,,,,Goethestraße,1,08289,Schneeberg,,,,,,,,,,5d9860f3-1640-466e-957e-60dc40c6fb48
8.019549,50.875902,2034,university,Universität Siegen,,,,,,,,,,,,,,,,,,,,,,,f33bbce0-bf0d-45bb-b58f-4920f70a8210
7.624437600000022,51.947431100000074,2035,university,Zentrum für Islamische Theologie,,,,,,,,,,,,,,,,,,,,,,,8eb0d88a-1c5a-4478-abe7-d20059cad10b
11.578007200000059,48.141304300000058,2036,university,DGFI-TUM,Technische Universität München,,,,,,,,,Residenzstraße,1,80333,,,,,,,,,,,b11af612-d42c-42f3-92bd-e0badce26aaf
8.466499100000021,53.242423200000076,2037,university,Aula,,,,,,,,,,,,,,,,,,,,,,,e768fcae-6494-4aec-a4e3-b8d549eff424
6.960078900000042,50.934515800000042,2038,university,Kunsthochschule für Medien - Am Malzbüchel,,,,,,,,,,,,,,,,,,,,,,,1a45e72e-e12a-42fe-b882-5f19f5989ded
13.294556100000023,52.46123330000006,2039,university,FB Veterinärmedizin,Freie Universität Berlin,,,,,,,,,Koserstraße,20,14195,Berlin,,Dahlem,,,,,,,,1e853e78-516b-4e51-8f15-84bd631c36c7
8.459547500000042,49.490832600000033,2040,university,Universitätsarchiv,,,,,,,,,,,,,,,,,,,,,,,31014d5f-f7b4-4193-9de8-7fcf6adb7c75
13.27733,52.448283100000026,2041,university,CeDiS,Freie Universität Berlin,,,,,,,,,Garystraße,35-39,14195,Berlin,,Dahlem,,,,,,,,a9e037b5-a341-4cfd-9af6-fe3c641e139b
7.598269400000049,51.972564300000045,2042,university,Bewegungslabor OpenLab,"Institut für Sportwissenschaft, WWU",,,,,,,,,Horstmarer Landweg,68b,48149,Münster,,,,,,,,,,175cfc25-a288-4372-b764-fb9e19cc94f4
7.598215900000071,51.972395400000039,2043,university,"HO 41, Seminarraum","Inst. f. Sportwissenschaft, WWU",,,,,,,,,,,,,,,,,,,,,,1dc0b204-f834-44f6-8e28-571ac494ba8f
7.599712400000044,51.970999500000062,2044,university,Bewegungswissenschaft,"Inst. f. Sportwissenschaft, WWU",,,,,,,,,Horstmarer Landweg,50,48149,Münster,,,,,,,,,,9734c765-4c83-49a9-9b36-38c520b28246
7.619468600000062,51.960326500000065,2045,university,Institut für Kommunikationswissenschaft,Westfälische Wilhelms-Universität (WWU),,,,,http://www.uni-muenster.de/Kowi/,,,,,,,,,,,,,,,,,98e89092-811e-4f8d-82aa-0f0336653e1e
13.291738800000076,52.452320400000076,2046,university,Technische Abteilung - Referat III D,Freie Universität Berlin,,,,,,,,,Habelschwerdter Allee,45,14195,Berlin,,Dahlem,,,,,,,,fe62e107-0e2c-4f3e-b295-0c1525dbacac
10.543001900000036,52.314516300000037,2047,university,Institut für Verbrennungskraftmaschinen,TU Braunschweig,,,,,,,,,,,,,,,,,,,,,,1450cee4-adaf-4c68-8b23-5d91e4b45bfd
7.178260900000055,50.774275500000044,2048,university,Philosophisch-Theologische Hochschule SVD St. Augustin,Steyler Missionare,,,,,,,,,Arnold-Janssen-Straße,30,53757,Sankt Augustin,,,,,,,Q2088271,de:Philosophisch-Theologische Hochschule SVD St. Augustin,,9f6aa76d-32b7-4420-bb79-072dfb8e606e
8.653732200000036,50.601638300000047,2049,university,"Landwirtschaftliche Lehr- und Forschungseinrichtung ""Weilburger Grenze""",Landwirtschaftliche Lehr- und Forschungseinrichtung (LFE) der Justus-Liebig-Universität Gießen,,,,,,,,,Weilburger Grenze,25,35398,Gießen,,,,,,,,,,522231e8-4851-4ebc-aa72-e534c42c920b
8.501634500000023,49.940990900000031,2050,university,Landwirtschaftliche Lehr- und Forschungseinrichtung Groß-Gerau,Landwirtschaftliche Lehr- und Forschungseinrichtung (LFE) der Justus-Liebig-Universität Gießen,,,,,,,,,,,,,,,,,,,,,,4fb838b9-b300-4d9e-81fe-39b239a55f0c
8.245699800000068,50.396655500000065,2051,university,Gladbacher Hof  - Landwirtschaftliche Lehr- und Forschungseinrichtung Gladbacher Hof,Landwirtschaftliche Lehr- und Forschungseinrichtung (LFE) der Justus-Liebig-Universität Gießen,,Bioland,,,,,,,Gladbacher Hof,,65606,Villmar,,,,,,,,,,40792e11-56c3-465b-a81b-68cc45d5a895
8.198545300000035,53.142786200000046,2052,university,Abteilung TGM,,,,,,,,,,,,,,,,,,,,,,,014abefa-2690-4bc7-8524-8af06e558fd2
8.200210800000036,53.142896700000051,2053,university,"Jade Hochschule, Abteilung Geoinformation",,,,,,,,,,Zeughausstraße,35,26121,Oldenburg,,,,,,,,,,43e5fcea-594f-4cfb-967b-5ffa5c0b2aff
8.202169600000047,53.141857600000037,2054,university,Fachbereich Bauwesen und Geoinformation,,,,,,,,,,,,,,,,,,,,,,,881b77d4-6f4d-43bb-9ddf-ceb7bd8990ef
8.203094300000032,53.14180390000007,2055,university,"Jade Hochschule, Fachbereich Architektur",,,,,,,,,,Ofener Straße,15,26121,Oldenburg,,,,,,,,,,6556155c-7d2e-4596-b457-483b6ed5381a
8.203438700000049,53.142197,2056,university,Erweiterungsgebäude,,,,,,,,,,Auguststraße,5,26121,Oldenburg,,,,,,,,,,099767e9-5c82-472d-9721-9b400a1959f1
8.197438600000055,53.142655800000057,2057,university,"Jade Hochschule, Assistive Technologien",,,,,,,,,,Westerstraße,,26121,Oldenburg,,,,,,,,,,dc9f765c-9af1-46bf-8b5b-459e26cb7820
8.198424300000056,53.143229900000051,2058,university,3D Messlabor,,,,,,,,,,,,,,,,,,,,,,,5ea956da-59c4-4266-a0d3-e9ca05b66168
8.202035800000033,53.142977300000041,2059,university,Institut für Materialprüfung,,,,,,,,,,Zeughausstraße,,26121,Oldenburg,,,,,,,,,,dd3f1f21-745b-44b4-840c-167ed105d165
11.971144200000026,51.477344900000048,2060,university,Theologische Fakultät der Martin-Luther-Universität,,,,,,,,,,Franckeplatz,2,06110,Halle (Saale),,,,,,,,,,8a8e01d0-b980-446a-8412-53b1a064daf9
11.971294700000044,51.478222,2061,university,Franckesche Stiftungen zu Halle/ Martin-Luther-Universität,,,,,,,,,,Franckeplatz,"1, Haus 2 bis 4",06110,Halle (Saale),,,,,,,,,,0129effc-4c19-406a-9a76-51b5e11b1f5d
8.708405800000037,49.409975600000053,2062,university,Institut für Europäische Kunstgeschichte,,,,,,,,,,,,,,,,,,,,,,,7140e940-089c-4681-9f4a-96c8adce0f89
11.96252080000005,51.489266500000042,2063,university,Botanischer Garten,,,,,,,,,,Am Kirchtor,1,06108,Halle (Saale),,,,,,,,,,fabe2cb0-4c1d-4165-b735-7fce834c9941
11.961643700000025,51.481855600000074,2064,university,Department für Medien und Kommunikation,,,,,,,,,,Mansfelder Straße,56,06108,Halle (Saale),,,,,,,,,,cca7ee95-6bc4-4372-9c09-603b50ca506a
12.362549500000057,51.356916600000034,2065,university,Leipzig School of Media,,,,,,,,,,,,,,,,,,,,,,,0b91c686-de93-4107-984b-652399e422de
8.466741500000069,53.242117400000041,2066,university,Dekanat,,,,,,,,,,,,,,,,,,,,,,,7794745c-2125-4b4e-8e9a-7c8c54086733
8.768970800000034,50.810912600000051,2067,university,AG Experimentelle Halbleiterphysik Prof. M. Koch,,,,,,,,,,,,,,,,,,,,,,,45133504-8015-42d2-9677-6e31ad4572f4
8.811250900000061,50.809267700000078,2068,university,AG Experimentelle Halbleiterphysik Prof. M. Koch Ebene C6,,,,,,,,,,,,,,,,,,,,,,,e909c2a1-d986-486e-a075-ab1e50750c24
9.183189200000072,48.909533800000077,2069,university,Pädagogische Hochschule Ludwigsburg,,,,,,,,,,Reuteallee,46,71634,Ludwigsburg,,,,,,,Q2120211,de:Pädagogische Hochschule Ludwigsburg,,09fe95d9-43f5-415f-ad41-638fa8738eaf
9.183718600000077,48.907546700000069,2070,university,Hochschule für öffentliche Verwaltung und Finanzen Ludwigsburg,,,,,,,,,,Reuteallee,36,71634,Ludwigsburg,,,,,,,Q1604537,de:Hochschule_für_öffentliche_Verwaltung_und_Finanzen_Ludwigsburg,,b06d0f74-b083-4ff2-83d8-2145735221d9
12.10057850000004,49.024209,2071,university,Akademie für Gestaltung Regensburg,,,,,,,,,,Andreasstraße,28,93059,Regensburg,,,,,,,,,,013a58be-2696-4dd8-8664-b748db236b8d
8.658735900000067,49.876234500000066,2072,university,Lernzentrum Mathe,TU Darmstadt,,,,,,,,,,,,,,,,,,,,,,3ee37dc6-9b53-4723-a480-2690ca8bbb45
11.552363100000036,48.153160600000035,2073,university,Hochschule und Nachhaltigkeit Bayern Hochschule München,,,,,,http://www.nachhaltigehochschule.de/,info@nachhaltigehochschule.de,,,Lothstraße,34,80335,München,,,,,,,,,,496820b2-039d-412d-8af8-67b73561cddc
11.568161900000064,48.148788,2074,university,Lehrstuhl für Holzbau und Baukonstruktion,,,,,+49 8928922416,http://www.hb.bgu.tum.de/,,+49 8928923014,,Arcisstraße,21,80333,München,,,,,,,,,,44c8759e-ead0-4d9d-8e2d-e9345721b6c5
8.772708500000022,50.814684200000045,2075,university,Zentrum für Lehrerbildung an der Philipps-Universität Marburg,Philipps-Universität Marburg,,,,,,,,,,,,,,,,,,,,,,2f6d26ae-1bd5-4c5c-867f-5f0e286e9c92
12.553824800000029,48.022214700000063,2076,university,,,,,,,,,,,,,,,,,,,,,,,,2164f3da-74f2-4969-a7a6-163f82679345
8.020844200000056,50.873974100000055,2077,university,A,,,,,,,,,,,,,,,,,,,,,,,4c4925fc-a37f-4bbc-b6b1-034cffa587c6
6.830418200000054,51.217373500000065,2078,university,DEKRA Akademie Düsseldorf,,,,,+49 211 983080,http://www.dekra-akademie.de/duesseldorf,duesseldorf.akademie@dekra.com,+49 211 983080 99,,Königsberger Straße,100,40231,Düsseldorf,B10,,,,,,,,,2962aafc-eb8c-4419-b1bc-1dbd0834372a
11.6232,48.250245800000073,2079,university,"TU München, Lehrstuhl für Echtzeitsysteme, Künstliche Intelligenz und Robotik",,,,,,,,,,Schleißheimer Straße,90a,85748,Garching bei München,,,,,,,,,,4736db7a-7d59-4105-b7d7-79efb5cc7a5a
8.021463200000028,50.873953,2080,university,Universität Siegen - Campus Unteres Schloss,,,,,,,,,,,,,,,,,,,,,,,640910a3-5ce7-452d-8ca2-15ed3647315d
8.675597900000071,49.417270500000029,2081,university,Fakultät für Mathematik und Informatik,,,,,+49 6221 54 14014,https://www.mathinf.uni-heidelberg.de,dekanat@mathi.uni-heidelberg.de,+49 6221 54 14015,,,,,,,,,,,,,,,52db2009-2709-4195-981c-48ac4d304d99
8.675850900000057,49.417534,2082,university,Interdisziplinäres Zentrum für Wissenschaftliches Rechnen,,,,,+49 6221 54 14401,https://www.iwr.uni-heidelberg.de,wissrech@iwr.uni-heidelberg.de,+49 6221 54 14427,,,,,,,,,,,,,,,a40d6e31-a106-471f-ad0d-723e0a823bf8
13.387712600000043,52.512124,2083,university,Großbritannien-Zentrum,Humboldt-Universität zu Berlin,,,,,,,,,Mohrenstraße,60,10117,Berlin,,,,,,,Q1548081,de:Großbritannien-Zentrum,,719309b7-6e69-47db-87cb-fd1db6ce2bae
7.411311800000021,51.493502700000079,2084,university,Technische Universität (TU) Dortmund,,,,,,,,,,,,,,,,,,,,,,,c482455a-cc9b-4408-94c0-39697faade31
7.41216090000006,51.494508300000064,2085,university,TU Dortmund - Zentrale Studienberatung (ZSB),,,,,,,,,,Emil-Figge-Straße,61,44227,Dortmund,,,,,,,,,,2881f11f-33b7-473c-aa25-faf2ae54bcfd
10.546160800000052,52.313942900000029,2086,university,Institut für Flugzeugbau und Leichtbau (IFL),TU Braunschweig,,,,,,,,,Hermann-Blenk-Straße,35,38108,Braunschweig,,,,,,,,,,16500319-d82b-401f-ad45-1dbefcc28b0b
10.545196,52.314051400000039,2087,university,Institut für Strömungsmechanik (ISM),TU Braunschweig,,,,,,,,,,,,,,,,,,,,,,ae158ca8-ffd1-499c-b768-2e9c9a23ab16
10.545208900000034,52.313958700000057,2088,university,Institut für Flugantriebe und Strömungsmaschinen (IFAS),TU Brausnchweig,,,,,,,,,,,,,,,,,,,,,,4ab27ae8-72bb-40f9-8f9b-5655010c2114
12.787417800000071,48.128251200000079,2089,university,Studienzentrum TU München,,,,,,,,,,,,,,,,,,,,,,,836f3789-6c02-446d-853f-991853a9ed4c
8.906125200000076,52.017678700000033,2090,university,,,,,,,,,,,,,,,,,,,,,,,,7bfa6d58-b05c-45ef-ba7f-00f09e321ca1
7.600100900000029,51.956527600000072,2091,university,Institut für Bioinformatik,,,,,+492518353004,,GarberW@ukmuenster.de,+492518353005,,Niels-Stensen-Straße,14,48149,Münster,,,,,,,,,,9a015722-b09f-49c4-b558-0f8e0302245b
11.969445300000075,51.486620100000039,2092,university,Zentrale Kustodie und Universitätsmuseum-Löwengebäude,,,,,,,,,,Universitätsplatz,11,06108,Halle (Saale),,,,,,,,,,46813d57-c909-42cf-a312-80795ea6788a
10.542088400000068,52.314520800000082,2093,university,Institut für Verkehr und Stadtbauwesen,TU Braunschweig,,,,,,,,,,,,,,,,,,,,,,946dab3b-bf81-458b-b629-2b5eb022bdf6
8.669747200000074,49.416122700000074,2094,university,Institut für Computerlinguistik,,,,,+49 6221 54-3245,http://www.cl.uni-heidelberg.de/,icl@cl.uni-heidelberg.de,+49 6221 54-3242,,,,,,,,,,,,,,,7a64911c-4815-4c4b-8732-d9a046c9881d
13.372453800000073,54.097500800000034,2095,university,AStA Greifswald,AStA Greifswald,,,,,,,,,Friedrich-Loeffler-Straße,28,17489,Greifswald,,,,,,,,,,16f4ec6d-7bf6-41e9-95c3-8d394005c8cf
13.41175910000004,54.08468380000005,2096,university,"Studienkolleg, Geographie",Ernst-Moritz-Arndt-Universität,,,,,,,,,Makarenkostraße,22,17491,Greifswald,,,,,,,,,,4b311525-825c-48c8-8d9c-10727589c18a
7.603210700000034,51.973261100000059,2097,university,Institut für Wirtschaftsinformatik,Westfälische Wilhelms-Universität Münster,,,,,,,,,Leonardo-Campus,11,48149,Münster,,,,,,,,,,94ec73a2-0424-4113-ad02-d461791895bd
11.567977700000029,48.147951700000078,2098,university,Carl-von-Linde 1200,,,,,,,,,,,,,,,,,,,,,,,8a9b2e9c-d3fc-41a4-a0bf-1ceec9f7280f
8.852971700000069,53.105974400000036,2099,university,Universität Bremen (VWG),,,,,,,,,,Bibliothekstraße,1,28359,Bremen,,,,,,,,,,580a07c1-5926-4c1e-a3b0-4dd461782b08
13.360403100000042,52.491701300000045,2100,university,SRH Hochschule für populäre Künste,,,,,,,,,,Potsdamer Straße,188,10783,Berlin,,Schöneberg,,,,,,,,91362e4f-8d42-4058-a97c-eec1b9585f35
6.920712,50.933550300000036,2101,university,Heilpädagogik,,,,,,,,,,Frangenheimstraße,4,,Köln,,,,,,,,,,f7dab4c1-0b96-480a-aaf9-155705607dda
7.603811500000063,51.966087300000027,2102,university,WWU IT,,,,,,,,,,Einsteinstraße,60,48149,Münster,,,,,,,,,,8cd3a14a-fd09-4b8e-a3bf-0af27c40dcf4
7.593943200000069,51.966855100000032,2103,university,WWU IT,,,,,,,,,,Röntgenstraße,7-13,48149,Münster,,,,,,,,,,273b8784-aff0-4225-818d-8e5588c6beb1
12.399018,51.323195500000054,2104,university,Sächsischer Inkubator für klinische Translation,Universität Leipzig,,,,,,,,,Philipp-Rosenthal-Straße,55,04103,Leipzig,,,,,,,,,,9f228aaa-a0b2-4717-9b0b-ae91bae1c0e3
8.775377500000047,50.812767300000075,2105,university,Forschungsstelle für Personalschriften,,,,,,,,,,,,,,,,,,,,,,,87f12bc1-77de-4841-9316-ac2924ba2019
8.650190300000077,50.117095400000039,2106,university,Joint Robotics Lab / Bembelbots,,,,,,http://bembelbots.de,,,,Robert-Mayer-Straße,8,60325,Frankfurt am Main,,,,,,,,,,67d76acc-2b97-4dae-901b-a2a2a469c946
9.955959600000028,48.42281150000008,2107,university,Universität Ulm (Campus Ost),"Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg",,,,,,,,,,,,,,,,,,,,,,ab0c6eb8-fc14-450d-b626-8eea64e61ea7
7.601107200000058,51.975470100000052,2108,university,Münster School of Design,,,,,,,,,,Leonardo-Campus,6,48149,Münster,,,,,,,,,,6dca026b-d1a0-4c60-83d4-8d2830baf058
11.02975310000005,49.579594800000052,2109,university,Biologikum,Friedrich-Alexander-Universität Erlangen-Nürnberg,,,,,,,,,Staudtstraße,5,91058,Erlangen,,,,,,,,,,0d6e11b9-60d2-4848-bc8b-5417667c9c7f
11.027156700000035,49.573752800000079,2110,university,Informatik,,,,,,,,,,Martensstraße,3,91058,Erlangen,,,,,,,,,,a6bdb000-383b-4fb8-bd3c-68287a58ea32
6.643537800000047,49.75697260000004,2111,university,Institut für Cusanusforschung,"Universität Trier, Theoloische Fakultät Trier",,,,,,,,,Domfreihof,3,54290,Trier,,,,,,,,,,b50d5fa6-25c1-405f-bf9a-ae9eb2e76e5f
8.67924430000005,50.584315400000037,2112,university,THM Fachbereich Gesundheit,Technische Hochschule Mittelhessen,,,,,,,,,,,,,,,,,,,,,,eebd3413-c4d3-474c-a9ab-6bfa41b08c43
8.003635,52.279700100000071,2113,university,Universitätsgebäude 72 (iDerm),,,,,,http://www.iderm.de/home/,,,,,,,,,,,,,,,,,292e647f-921e-4f88-a279-9b422cf6f37e
11.567459,48.149991200000045,2114,university,TUM Lehrstuhl für Psychologie,,,,,,,,,,Arcisstraße,21,80333,München,,,,,,,,,,1259c994-1f95-444b-8f8e-7533ee97bd5c
11.029458600000055,49.594312,2115,university,Lehrstuhl für Konstruktionstechnik KTmfk (Zweitstandort),,,,,,,,,,Paul-Gordan-Straße,5,91052,Erlangen,,,,,,,,,,a1f53e42-e5da-404d-a63c-fb9379540346
8.708076800000072,49.410059600000068,2116,university,Romanisches Seminar,,,,,,,,,,Seminarstraße,3,69117,Heidelberg,,,,,,,,,,bde4c8d2-e057-4e14-b843-98e980e02455
9.948032400000045,51.555933200000027,2117,university,Institut für Informatik,,,,,+49 551 39 172000,,office@cs.uni-goettingen.de,+49 551 39 14403,,Goldschmidtstraße,7,37077,Göttingen,,Weende,,,,,,,,9cc9c056-ca35-4418-9021-d544d391f7a6
7.09677830000004,50.728194700000074,2118,university,Zentrale Studienberatung,"Rheinische Friedrich-Wihlems-Universität Bonn, Abteilung 9.2",,,,,,,,,Poppelsdorfer Allee,49,53115,Bonn,,,,,,,,,,6b3aa0ab-f1a1-4ade-83e8-ab4258223e65
7.614030700000058,51.961750800000061,2119,university,Institut für Evolution und Biodiversität,,,,,,,,,,Hüfferstraße,1,48149,Münster,,,,,,,,,,1bd2007d-941c-4e45-a28b-8c8a200b4191
